authors,number of publications,Degree,Betweenness,Deg_Cent
Roberto Cano-de-la-Cuerda,1,4,0.0,0.00023910574451551202
Ronald F Pfeiffer,1,4,0.0,0.00023910574451551202
Ronit Sharon,1,4,0.0,0.00023910574451551202
Rowena J Keyser,1,4,0.0,0.00023910574451551202
Ruth N Barker,1,4,0.0,0.00023910574451551202
S D Lennox,1,4,0.0,0.00023910574451551202
S Giaquinto,1,4,0.0,0.00023910574451551202
S H Lee,1,4,0.0,0.00023910574451551202
S J Troche,1,4,0.0,0.00023910574451551202
S Piacentini,1,4,0.0,0.00023910574451551202
S R Filipović,1,4,0.0,0.00023910574451551202
S Sen,1,4,0.0,0.00023910574451551202
S Wailke,1,4,0.0,0.00023910574451551202
Sandra W Chan,1,4,0.0,0.00023910574451551202
Sankari Ramanathan,1,4,0.0,0.00023910574451551202
Santiago Canals,1,4,0.0,0.00023910574451551202
Sara Marceglia,1,4,0.0,0.00023910574451551202
Saurabh Kumar Jha,1,4,0.0,0.00023910574451551202
Sebastián Rodríguez,2,4,0.0,0.00023910574451551202
Sepehr Sani,1,4,0.0,0.00023910574451551202
Serena Leone,1,4,0.0,0.00023910574451551202
Shannon Chiang,1,4,0.0,0.00023910574451551202
Sheng Luo,1,4,0.0,0.00023910574451551202
Shoji Yamamoto,1,4,0.0,0.00023910574451551202
Shuzhen Zhang,1,4,0.0,0.00023910574451551202
Sigrid Sterckx,1,4,0.0,0.00023910574451551202
Silvia C Amador,1,4,0.0,0.00023910574451551202
Silvia Marino,1,4,0.0,0.00023910574451551202
Silvia Picazio,1,4,0.0,0.00023910574451551202
Simon McArthur,1,4,0.0,0.00023910574451551202
Soemitro J Poerbodipoero,1,4,0.0,0.00023910574451551202
Sofía Sánchez-Iglesias,1,4,0.0,0.00023910574451551202
Sonu Singh,2,4,0.0,0.00023910574451551202
Stefan Lorenzl,1,4,0.0,0.00023910574451551202
Stefan T Schwarz,1,4,0.0,0.00023910574451551202
Stefania Gessi,1,4,0.0,0.00023910574451551202
Stefano Calzetti,1,4,0.0,0.00023910574451551202
Stephanie Wong Su,1,4,0.0,0.00023910574451551202
Stephen Willingham,1,4,0.0,0.00023910574451551202
Steven T Moore,2,4,0.0,0.00023910574451551202
Sudesh S Raju,1,4,0.0,0.00023910574451551202
Sue Lord,1,4,0.0,0.00023910574451551202
Sunee Bovonsunthonchai,1,4,0.0,0.00023910574451551202
Sunil K Ravi,1,4,0.0,0.00023910574451551202
Sunitha Bollimuntha,1,4,0.0,0.00023910574451551202
Supriti Samantaray,1,4,0.0,0.00023910574451551202
Sussy Bastías-Candia,1,4,0.0,0.00023910574451551202
T H Chung,1,4,0.0,0.00023910574451551202
T Hummel,1,4,0.0,0.00023910574451551202
T N Chase,1,4,0.0,0.00023910574451551202
T Prohorov,1,4,0.0,0.00023910574451551202
T Soulas,1,4,0.0,0.00023910574451551202
T Umehara,1,4,0.0,0.00023910574451551202
T Wilczok,1,4,0.0,0.00023910574451551202
Takao Yasuhara,1,4,0.0,0.00023910574451551202
Takeya Kitta,1,4,0.0,0.00023910574451551202
Tamiko Azuma,1,4,0.0,0.00023910574451551202
Tania Giovannetti,1,4,0.0,0.00023910574451551202
Tasos Karakostas,1,4,0.0,0.00023910574451551202
Teemu A Natunen,1,4,0.0,0.00023910574451551202
Tetsutaro Ozawa,1,4,0.0,0.00023910574451551202
Teus van Laar,1,4,0.0,0.00023910574451551202
Thierry Burnouf,1,4,0.0,0.00023910574451551202
Thomas S Wingo,1,4,0.0,0.00023910574451551202
Tiina M Kääriäinen,1,4,0.0,0.00023910574451551202
Tobias Gyárfás,1,4,0.0,0.00023910574451551202
Tobias Wächter,1,4,0.0,0.00023910574451551202
Tomoya Nakatani,1,4,0.0,0.00023910574451551202
Tomoyoshi Kondo,1,4,0.0,0.00023910574451551202
Toshiyuki Yamamoto,1,4,0.0,0.00023910574451551202
Trine R Larsen,1,4,0.0,0.00023910574451551202
Tsinsue Chen,1,4,0.0,0.00023910574451551202
Umberto Castiello,1,4,0.0,0.00023910574451551202
V Anantharam,1,4,0.0,0.00023910574451551202
V M Miller,1,4,0.0,0.00023910574451551202
Valentina Parma,1,4,0.0,0.00023910574451551202
Vinayaka Kotraiah,1,4,0.0,0.00023910574451551202
Virgilio Gerald H Evidente,1,4,0.0,0.00023910574451551202
Véronique Sgambato-Faure,1,4,0.0,0.00023910574451551202
W Farid Abdo,1,4,0.0,0.00023910574451551202
W Koller,1,4,0.0,0.00023910574451551202
Wei-Feng Luo,1,4,0.0,0.00023910574451551202
Wei-Guo Liu,2,4,0.0,0.00023910574451551202
Wen-Chieh Yang,1,4,0.0,0.00023910574451551202
William J Griffiths,1,4,0.0,0.00023910574451551202
Wilson O Rendón,1,4,0.0,0.00023910574451551202
Xavier E Cagigas,1,4,0.0,0.00023910574451551202
Xiaofeng Xu,1,4,0.0,0.00023910574451551202
Xu-Xia Bao,1,4,0.0,0.00023910574451551202
Xue Ru Shi,1,4,0.0,0.00023910574451551202
Xuguang Liu,1,4,0.0,0.00023910574451551202
Y Cai,1,4,0.0,0.00023910574451551202
Y Osaki,1,4,0.0,0.00023910574451551202
Yachen Li,1,4,0.0,0.00023910574451551202
Yael Manor,1,4,0.0,0.00023910574451551202
Yan-Jing Yang,1,4,0.0,0.00023910574451551202
Yanshi Hu,1,4,0.0,0.00023910574451551202
Yasunobu Kida,1,4,0.0,0.00023910574451551202
Yea-Ru Yang,1,4,0.0,0.00023910574451551202
Yildizhan Sengul,1,4,0.0,0.00023910574451551202
Ying Wu,1,4,0.0,0.00023910574451551202
Yiqun Cao,1,4,0.0,0.00023910574451551202
Yong Peng,1,4,0.0,0.00023910574451551202
Yoonho Nam,1,4,0.0,0.00023910574451551202
Yoshinori Kajimoto,1,4,0.0,0.00023910574451551202
Yu-Rong Mao,1,4,0.0,0.00023910574451551202
Yuri Masaoka,1,4,0.0,0.00023910574451551202
Zeshan Ahmed,1,4,0.0,0.00023910574451551202
Zhan Liu,1,4,0.0,0.00023910574451551202
Zhaoqi Yan,1,4,0.0,0.00023910574451551202
Zhen-Yang Liu,1,4,0.0,0.00023910574451551202
Zhi-Zhong Guan,1,4,0.0,0.00023910574451551202
 A Adunsky,1,3,0.0,0.00017932930838663398
 A E Willing,1,3,0.0,0.00017932930838663398
 A Fernandez-Barreiro,1,3,0.0,0.00017932930838663398
 A Friedman,1,3,0.0,0.00017932930838663398
 A I Troster,1,3,0.0,0.00017932930838663398
 A I Tröster,1,3,0.0,0.00017932930838663398
 A J Brookes,1,3,0.0,0.00017932930838663398
 A J Galpin,1,3,0.0,0.00017932930838663398
 A K Agrawal,1,3,0.0,0.00017932930838663398
 A Levy,1,3,0.0,0.00017932930838663398
 A Lokkegaard,1,3,0.0,0.00017932930838663398
 A M Gutiérrez-Alvarez,1,3,0.0,0.00017932930838663398
 A M Johnson,1,3,0.0,0.00017932930838663398
 A M Nayebi,1,3,0.0,0.00017932930838663398
 A Mendoza,1,3,0.0,0.00017932930838663398
 A Mïller,1,3,0.0,0.00017932930838663398
 A Odawara,1,3,0.0,0.00017932930838663398
 A Tamaoka,1,3,0.0,0.00017932930838663398
 A Thirunavuukarasuu,1,3,0.0,0.00017932930838663398
 A Waitzman,1,3,0.0,0.00017932930838663398
 Abdul Rehman M Qureshi,1,3,0.0,0.00017932930838663398
 Abdulaziz A Al-Jafari,1,3,0.0,0.00017932930838663398
 Abinaya Ravisankar,1,3,0.0,0.00017932930838663398
 Abraham N Lieberman,1,3,0.0,0.00017932930838663398
 Ad Bax,1,3,0.0,0.00017932930838663398
 Adam Munhall,1,3,0.0,0.00017932930838663398
 Adeel Razi,1,3,0.0,0.00017932930838663398
 Aditya Murthy,1,3,0.0,0.00017932930838663398
 Adolfo M García,1,3,0.0,0.00017932930838663398
 Agata Rekas,1,3,0.0,0.00017932930838663398
 Agnieszka Zelek-Molik,1,3,0.0,0.00017932930838663398
 Agustín Ibáñez,1,3,0.0,0.00017932930838663398
 Ai Takemura,1,3,0.0,0.00017932930838663398
 Aina Rengmark,1,3,0.0,0.00017932930838663398
 Ainhoa Mendialdua,1,3,0.0,0.00017932930838663398
 Ajitkumar P Mulavara,1,3,0.0,0.00017932930838663398
 Ajudhiya Nath Kalia,1,3,0.0,0.00017932930838663398
 Akihiko Ishihara,1,3,0.0,0.00017932930838663398
 Akiyoshi Morinaga,1,3,0.0,0.00017932930838663398
 Alain Dagher,1,3,0.0,0.00017932930838663398
 Alberto Primavera,1,3,0.0,0.00017932930838663398
 Alejandro Gugliucci,1,3,0.0,0.00017932930838663398
 Alessia Catalano,1,3,0.0,0.00017932930838663398
 Alexander I Tröster,1,3,0.0,0.00017932930838663398
 Alexander Reuss,1,3,0.0,0.00017932930838663398
 Alice Nardin,1,3,0.0,0.00017932930838663398
 Alicia Leow-Dyke,1,3,0.0,0.00017932930838663398
 Alim Louis Benabid,1,3,0.0,0.00017932930838663398
 Alino Martinez-Marcos,1,3,0.0,0.00017932930838663398
 Alison J Yarnall,1,3,0.0,0.00017932930838663398
 Allison Hanaford,1,3,0.0,0.00017932930838663398
 Allison Willis,1,3,0.0,0.00017932930838663398
 Alp Dincer,1,3,0.0,0.00017932930838663398
 Alyson N Lorenz,1,3,0.0,0.00017932930838663398
 Amal A Abd-El-Fattah,1,3,0.0,0.00017932930838663398
 Amy Lee,1,3,0.0,0.00017932930838663398
 An-Li Wang,1,3,0.0,0.00017932930838663398
 Ana B Martín,1,3,0.0,0.00017932930838663398
 Ana C Fiorini,1,3,0.0,0.00017932930838663398
 Ana Paula Pesarico,1,3,0.0,0.00017932930838663398
 Ana Rubio,1,3,0.0,0.00017932930838663398
 Anatoly A Starkov,1,3,0.0,0.00017932930838663398
 Anders Fredriksson,1,3,0.0,0.00017932930838663398
 Andreas Herrmann,1,3,0.0,0.00017932930838663398
 Andreia S P Sousa,1,3,0.0,0.00017932930838663398
 Andrzej Friedman,1,3,0.0,0.00017932930838663398
 Andrzej Kowalczyk,1,3,0.0,0.00017932930838663398
 Andrzej Szczudlik,1,3,0.0,0.00017932930838663398
 André R Troiano,1,3,0.0,0.00017932930838663398
 Angelo Cappello,1,3,0.0,0.00017932930838663398
 Anita Björklund,1,3,0.0,0.00017932930838663398
 Anita Csillik,1,3,0.0,0.00017932930838663398
 Anita Haahr,1,3,0.0,0.00017932930838663398
 Anita Kamondi,1,3,0.0,0.00017932930838663398
 Anna Cristina Åberg,1,3,0.0,0.00017932930838663398
 Anna Mura,1,3,0.0,0.00017932930838663398
 Anna R Carta,1,3,0.0,0.00017932930838663398
 Anne Beuter,1,3,0.0,0.00017932930838663398
 Anne-Louise Lafontaine,1,3,0.0,0.00017932930838663398
 Annelise Norlyk,1,3,0.0,0.00017932930838663398
 Annemette Løkkegaard,1,3,0.0,0.00017932930838663398
 Anthony V Serritella,1,3,0.0,0.00017932930838663398
 Antoine Hadengue,1,3,0.0,0.00017932930838663398
 Antoinette M Gentile,1,3,0.0,0.00017932930838663398
 Antti Poso,1,3,0.0,0.00017932930838663398
 Arend W A Van Gemmert,1,3,0.0,0.00017932930838663398
 Arend W A van Gemmert,1,3,0.0,0.00017932930838663398
 Arezoo Campbell,1,3,0.0,0.00017932930838663398
 Arezou Rezaei,1,3,0.0,0.00017932930838663398
 Aron S Buchman,1,3,0.0,0.00017932930838663398
 Atish Prakash,1,3,0.0,0.00017932930838663398
 Atsuya Suzuki,1,3,0.0,0.00017932930838663398
 Axel Riecker,1,3,0.0,0.00017932930838663398
 Aytül Cakci,1,3,0.0,0.00017932930838663398
 Azadeh Alikashani,1,3,0.0,0.00017932930838663398
 B Bartle,1,3,0.0,0.00017932930838663398
 B Gaymard,1,3,0.0,0.00017932930838663398
 B Helmke,1,3,0.0,0.00017932930838663398
 B J M de Swart,1,3,0.0,0.00017932930838663398
 B N Axelrod,1,3,0.0,0.00017932930838663398
 B T Woldemichael,1,3,0.0,0.00017932930838663398
 Babak Boroojerdi,1,3,0.0,0.00017932930838663398
 Barbara D Hettinger,1,3,0.0,0.00017932930838663398
 Barbara J Chandler,1,3,0.0,0.00017932930838663398
 Beatriz Mejia-Constain,1,3,0.0,0.00017932930838663398
 Beatriz Rico,1,3,0.0,0.00017932930838663398
 Bedile Irem Tiftikcioglu,1,3,0.0,0.00017932930838663398
 Belinda L Kelly,1,3,0.0,0.00017932930838663398
 Berna Ozkan,1,3,0.0,0.00017932930838663398
 Bernadette Westcott,1,3,0.0,0.00017932930838663398
 Bernard Amblard,1,3,0.0,0.00017932930838663398
 Berta Leis,1,3,0.0,0.00017932930838663398
 Berthold Göber,1,3,0.0,0.00017932930838663398
 Beth Levant,1,3,0.0,0.00017932930838663398
 Beth Ostaszewski,1,3,0.0,0.00017932930838663398
 Bharat Biswal,1,3,0.0,0.00017932930838663398
 Bhuwan Chandra Joshi,1,3,0.0,0.00017932930838663398
 Bi-Hwa Wang,1,3,0.0,0.00017932930838663398
 Binbin Yang,1,3,0.0,0.00017932930838663398
 Binika Hada,1,3,0.0,0.00017932930838663398
 Birgit Derntl,1,3,0.0,0.00017932930838663398
 Birgitta Sidenvall,1,3,0.0,0.00017932930838663398
 Björn Spittau,1,3,0.0,0.00017932930838663398
 Bo Cao,1,3,0.0,0.00017932930838663398
 Bob-Antoine J Menelas,1,3,0.0,0.00017932930838663398
 Bobby Thomas,1,3,0.0,0.00017932930838663398
 Boris B Quednow,1,3,0.0,0.00017932930838663398
 Brenton R Paolella,1,3,0.0,0.00017932930838663398
 Brian Pentland,1,3,0.0,0.00017932930838663398
 Britt-Inger Wenngren,1,3,0.0,0.00017932930838663398
 Bronisław Grzegorzewski,1,3,0.0,0.00017932930838663398
 Brooke A Keating,1,3,0.0,0.00017932930838663398
 Bruno Benítez,1,3,0.0,0.00017932930838663398
 Byung Hee Choi,1,3,0.0,0.00017932930838663398
 Byung Hyune Choi,1,3,0.0,0.00017932930838663398
 C Cheong Took,1,3,0.0,0.00017932930838663398
 C D Marsden,1,3,0.0,0.00017932930838663398
 C J Slooff,1,3,0.0,0.00017932930838663398
 C M Charriez,1,3,0.0,0.00017932930838663398
 C Padmakumar,1,3,0.0,0.00017932930838663398
 C Park,1,3,0.0,0.00017932930838663398
 C Saft,1,3,0.0,0.00017932930838663398
 C Waterman,1,3,0.0,0.00017932930838663398
 Candace Syres,1,3,0.0,0.00017932930838663398
 Carla A Scorza,1,3,0.0,0.00017932930838663398
 Carla Alessandra Scorza,1,3,0.0,0.00017932930838663398
 Carla Daniela Sulzbach,1,3,0.0,0.00017932930838663398
 Carlos Alberto Marra,1,3,0.0,0.00017932930838663398
 Carlos Singer,1,3,0.0,0.00017932930838663398
 Carlos de la Rosa-Prieto,1,3,0.0,0.00017932930838663398
 Carly Wood,1,3,0.0,0.00017932930838663398
 Carmen C Janvin,1,3,0.0,0.00017932930838663398
 Carmen Cavada,1,3,0.0,0.00017932930838663398
 Carmen Morawetz,1,3,0.0,0.00017932930838663398
 Carol E G Brayne,1,3,0.0,0.00017932930838663398
 Caroline Murphy,1,3,0.0,0.00017932930838663398
 Carolyn E Fisher,1,3,0.0,0.00017932930838663398
 Carolyn E Machamer,1,3,0.0,0.00017932930838663398
 Carolyn W Zhu,1,3,0.0,0.00017932930838663398
 Catherine C Tenn,1,3,0.0,0.00017932930838663398
 Catherine Harley,1,3,0.0,0.00017932930838663398
 Catherine L Carey,1,3,0.0,0.00017932930838663398
 Catherine R McMillan,1,3,0.0,0.00017932930838663398
 Cathy Leonard,1,3,0.0,0.00017932930838663398
 Cees A Glas,1,3,0.0,0.00017932930838663398
 Chamini J Perera,1,3,0.0,0.00017932930838663398
 Chandramohan Wakade,1,3,0.0,0.00017932930838663398
 Chang Yue Luo,1,3,0.0,0.00017932930838663398
 Changsong Zhou,1,3,0.0,0.00017932930838663398
 Charbel E-H Moussa,1,3,0.0,0.00017932930838663398
 Charles E Glatt,1,3,0.0,0.00017932930838663398
 Chen Xu,1,3,0.0,0.00017932930838663398
 Chen Yao-Yue,1,3,0.0,0.00017932930838663398
 Cheng Y Shan,1,3,0.0,0.00017932930838663398
 Cheryl Deeley,1,3,0.0,0.00017932930838663398
 Chi Ma,1,3,0.0,0.00017932930838663398
 Chie Oki,1,3,0.0,0.00017932930838663398
 Chigumi Sato,1,3,0.0,0.00017932930838663398
 Chih-Chiang Chan,1,3,0.0,0.00017932930838663398
 Chou-Ching K Lin,1,3,0.0,0.00017932930838663398
 Christian Bendixen,1,3,0.0,0.00017932930838663398
 Christian Hölscher,1,3,0.0,0.00017932930838663398
 Christian Wille,1,3,0.0,0.00017932930838663398
 Chun-Hou Wang,1,3,0.0,0.00017932930838663398
 Chunliu Pan,1,3,0.0,0.00017932930838663398
 Claire Allen,1,3,0.0,0.00017932930838663398
 Clare Wotton,1,3,0.0,0.00017932930838663398
 Claudia Schwab,1,3,0.0,0.00017932930838663398
 Clive N Svendsen,1,3,0.0,0.00017932930838663398
 Clivel Charlton,1,3,0.0,0.00017932930838663398
 Colin Klein,1,3,0.0,0.00017932930838663398
 Congcong Fang,1,3,0.0,0.00017932930838663398
 Cornelius Rainer Pawlak,1,3,0.0,0.00017932930838663398
 Cristina Palomo-Garo,1,3,0.0,0.00017932930838663398
 Cristina Wayne Nogueira,1,3,0.0,0.00017932930838663398
 Csaba Leranth,1,3,0.0,0.00017932930838663398
 D Eugene Redmond Jr,1,3,0.0,0.00017932930838663398
 D F Cameron,1,3,0.0,0.00017932930838663398
 D Heng,1,3,0.0,0.00017932930838663398
 D Krewski,1,3,0.0,0.00017932930838663398
 D Munévar,1,3,0.0,0.00017932930838663398
 D O'Sullivan,1,3,0.0,0.00017932930838663398
 D P Mandic,1,3,0.0,0.00017932930838663398
 Damian S Shin,1,3,0.0,0.00017932930838663398
 Dan Xiang,1,3,0.0,0.00017932930838663398
 Daniel Rettori,1,3,0.0,0.00017932930838663398
 Daniel Saiz-Sanchez,1,3,0.0,0.00017932930838663398
 Danijel Kikelj,1,3,0.0,0.00017932930838663398
 David A Boltz,1,3,0.0,0.00017932930838663398
 David C Thorn,1,3,0.0,0.00017932930838663398
 David D Frenkel,1,3,0.0,0.00017932930838663398
 David Quartermain,1,3,0.0,0.00017932930838663398
 David S Barber,1,3,0.0,0.00017932930838663398
 David S Zee,1,3,0.0,0.00017932930838663398
 David Schubert,1,3,0.0,0.00017932930838663398
 Dejian Lai,1,3,0.0,0.00017932930838663398
 Demetrios K Vassilatis,1,3,0.0,0.00017932930838663398
 Denise Drago,1,3,0.0,0.00017932930838663398
 Deniz Doruk,1,3,0.0,0.00017932930838663398
 Dennis W Dickson,1,3,0.0,0.00017932930838663398
 Derek Roger,1,3,0.0,0.00017932930838663398
 Derick Han,1,3,0.0,0.00017932930838663398
 Di Sha,1,3,0.0,0.00017932930838663398
 Diana Olga Cristalli,1,3,0.0,0.00017932930838663398
 Diego Di Lorenzo,1,3,0.0,0.00017932930838663398
 Dirk Pamperin,1,3,0.0,0.00017932930838663398
 Dmitry Cherny,1,3,0.0,0.00017932930838663398
 Dominique Guehl,1,3,0.0,0.00017932930838663398
 Donald J Woodward,1,3,0.0,0.00017932930838663398
 Dong Ying Wu,1,3,0.0,0.00017932930838663398
 Dong Young Choi,1,3,0.0,0.00017932930838663398
 Dongfeng Zhang,1,3,0.0,0.00017932930838663398
 Dongsheng Fan,1,3,0.0,0.00017932930838663398
 Donna Lee,1,3,0.0,0.00017932930838663398
 Doris Höll,1,3,0.0,0.00017932930838663398
 Douglas B Kell,1,3,0.0,0.00017932930838663398
 Du Fang,1,3,0.0,0.00017932930838663398
 Dwain K Irvin,1,3,0.0,0.00017932930838663398
 Dwaine F Emerich,1,3,0.0,0.00017932930838663398
 E Ch Wolters,1,3,0.0,0.00017932930838663398
 E Grasbon-Frodl,1,3,0.0,0.00017932930838663398
 E Tory Higgins,1,3,0.0,0.00017932930838663398
 Edinson Muñoz,1,3,0.0,0.00017932930838663398
 Eldad Melamed,1,3,0.0,0.00017932930838663398
 Elena A Kozina,1,3,0.0,0.00017932930838663398
 Elena Ziviani,1,3,0.0,0.00017932930838663398
 Eleonora Dzoljić,1,3,0.0,0.00017932930838663398
 Elisabete Abib Pedroso de Souza,1,3,0.0,0.00017932930838663398
 Elisabeth Steinmann,1,3,0.0,0.00017932930838663398
 Elisabetta Grillo,1,3,0.0,0.00017932930838663398
 Elisabetta Tronci,1,3,0.0,0.00017932930838663398
 Elizabeth J Protas,1,3,0.0,0.00017932930838663398
 Elizabeth M A B Quagliato,1,3,0.0,0.00017932930838663398
 Elke Kalbe,1,3,0.0,0.00017932930838663398
 Ellemarije Altena,1,3,0.0,0.00017932930838663398
 Ellika Schalling,1,3,0.0,0.00017932930838663398
 Emad N Eskandar,1,3,0.0,0.00017932930838663398
 Emel Ekşioğlu,1,3,0.0,0.00017932930838663398
 Emili Martínez,1,3,0.0,0.00017932930838663398
 Emilie Schrepfer,1,3,0.0,0.00017932930838663398
 Emily Bell,1,3,0.0,0.00017932930838663398
 Emily Feneberg,1,3,0.0,0.00017932930838663398
 Eminè Meral Inelmen,1,3,0.0,0.00017932930838663398
 Emmanuel Decamp,1,3,0.0,0.00017932930838663398
 Engy R Rashed,1,3,0.0,0.00017932930838663398
 Enrique Cadenas,1,3,0.0,0.00017932930838663398
 Enzo Manzato,1,3,0.0,0.00017932930838663398
 Equar Taka,1,3,0.0,0.00017932930838663398
 Eric Racine,1,3,0.0,0.00017932930838663398
 Eric Rassart,1,3,0.0,0.00017932930838663398
 Erica Schütz,1,3,0.0,0.00017932930838663398
 Erich Seifritz,1,3,0.0,0.00017932930838663398
 Erich T Fonoff,1,3,0.0,0.00017932930838663398
 Erich Wanker,1,3,0.0,0.00017932930838663398
 Erik H Larsen,1,3,0.0,0.00017932930838663398
 Erik K Fromme,1,3,0.0,0.00017932930838663398
 Erika Pedrosa,1,3,0.0,0.00017932930838663398
 Erin Kendall Braun,1,3,0.0,0.00017932930838663398
 Esper Abrão Cavalheiro,1,3,0.0,0.00017932930838663398
 F Berger,1,3,0.0,0.00017932930838663398
 F R Verhey,1,3,0.0,0.00017932930838663398
 F Viallet,1,3,0.0,0.00017932930838663398
 F W Vreeling,1,3,0.0,0.00017932930838663398
 Faiha Fareez,1,3,0.0,0.00017932930838663398
 Fayez F Safadi,1,3,0.0,0.00017932930838663398
 Fei Luo,1,3,0.0,0.00017932930838663398
 Feng Yin,1,3,0.0,0.00017932930838663398
 Feriha Ozer,1,3,0.0,0.00017932930838663398
 Filip Bergquist,1,3,0.0,0.00017932930838663398
 Fiona Tait,1,3,0.0,0.00017932930838663398
 Flora Mela,1,3,0.0,0.00017932930838663398
 Frances Provan,1,3,0.0,0.00017932930838663398
 Francesco Brigo,1,3,0.0,0.00017932930838663398
 Francisco Del-Pozo,1,3,0.0,0.00017932930838663398
 Frank Skidmore,1,3,0.0,0.00017932930838663398
 Fulva Shah,1,3,0.0,0.00017932930838663398
 Fulvio Alexandre Scorza,1,3,0.0,0.00017932930838663398
 Félix Javier Jiménez-Jiménez,1,3,0.0,0.00017932930838663398
 G Gutman,1,3,0.0,0.00017932930838663398
 G K Wenning,1,3,0.0,0.00017932930838663398
 G Ramírez-Rodríguez,1,3,0.0,0.00017932930838663398
 Gabriele Wulf,1,3,0.0,0.00017932930838663398
 Gaia Skibinski,1,3,0.0,0.00017932930838663398
 Geoff H Werstuck,1,3,0.0,0.00017932930838663398
 George Demos,1,3,0.0,0.00017932930838663398
 George Harwood,1,3,0.0,0.00017932930838663398
 George Hasko,1,3,0.0,0.00017932930838663398
 George R Jackson,1,3,0.0,0.00017932930838663398
 Georgia Perona-Wright,1,3,0.0,0.00017932930838663398
 Gerd Ahlström,1,3,0.0,0.00017932930838663398
 Gerd D Bartoszyk,1,3,0.0,0.00017932930838663398
 Ghiam Yamin,1,3,0.0,0.00017932930838663398
 Giel Vanschoenbeek,1,3,0.0,0.00017932930838663398
 Gila Moalem-Taylor,1,3,0.0,0.00017932930838663398
 Giorgio Fabiani,1,3,0.0,0.00017932930838663398
 Giorgio Ganis,1,3,0.0,0.00017932930838663398
 Giovanna Mulas,1,3,0.0,0.00017932930838663398
 Girish J Kotwal,1,3,0.0,0.00017932930838663398
 Giuseppe Genchi,1,3,0.0,0.00017932930838663398
 Giuseppina Campisi,1,3,0.0,0.00017932930838663398
 Gregory M Asnis,1,3,0.0,0.00017932930838663398
 Guo-Wei Qin,1,3,0.0,0.00017932930838663398
 Guochun Wang,1,3,0.0,0.00017932930838663398
 Guy Ebinger,1,3,0.0,0.00017932930838663398
 György Smehák,1,3,0.0,0.00017932930838663398
 H A Katus,1,3,0.0,0.00017932930838663398
 H C A Bogaardt,1,3,0.0,0.00017932930838663398
 H C Neukirch,1,3,0.0,0.00017932930838663398
 H G Westenberg,1,3,0.0,0.00017932930838663398
 H Gapeyeva,1,3,0.0,0.00017932930838663398
 H M van Praag,1,3,0.0,0.00017932930838663398
 H Rönkkömäki,1,3,0.0,0.00017932930838663398
 H W Berendse,1,3,0.0,0.00017932930838663398
 H W M Steinbusch,1,3,0.0,0.00017932930838663398
 H Yarreiphang,1,3,0.0,0.00017932930838663398
 H-J Heinze,1,3,0.0,0.00017932930838663398
 H-P Hundemer,1,3,0.0,0.00017932930838663398
 Hai Bo Chen,1,3,0.0,0.00017932930838663398
 Han Kyu Lee,1,3,0.0,0.00017932930838663398
 Han Xiao,1,3,0.0,0.00017932930838663398
 Hannah A D Keage,1,3,0.0,0.00017932930838663398
 Hannelore Grötzsch,1,3,0.0,0.00017932930838663398
 Hans Leo Teulings,1,3,0.0,0.00017932930838663398
 Hans Stenlund,1,3,0.0,0.00017932930838663398
 Hans-Jürgen Gdynia,1,3,0.0,0.00017932930838663398
 Hao Yang,1,3,0.0,0.00017932930838663398
 Harry F Baker,1,3,0.0,0.00017932930838663398
 Hartwig R Siebner,1,3,0.0,0.00017932930838663398
 Harukazu Nakamura,1,3,0.0,0.00017932930838663398
 Haruyuki Ogura,1,3,0.0,0.00017932930838663398
 Hasan Meral,1,3,0.0,0.00017932930838663398
 Helen Hwang,1,3,0.0,0.00017932930838663398
 Helge Nordby,1,3,0.0,0.00017932930838663398
 Helmi Zaibi,1,3,0.0,0.00017932930838663398
 Henrik Rye Lam,1,3,0.0,0.00017932930838663398
 Hidenori Otera,1,3,0.0,0.00017932930838663398
 Hiroko Nakano,1,3,0.0,0.00017932930838663398
 Hiroomi Tamura,1,3,0.0,0.00017932930838663398
 Hiroshi Takigawa,1,3,0.0,0.00017932930838663398
 HoYin Lip,1,3,0.0,0.00017932930838663398
 Holly A Shill,1,3,0.0,0.00017932930838663398
 Hongqun Ding,1,3,0.0,0.00017932930838663398
 Hongtao Chen,1,3,0.0,0.00017932930838663398
 Horace Wong,1,3,0.0,0.00017932930838663398
 Howard Prentice,1,3,0.0,0.00017932930838663398
 Howard S Fox,1,3,0.0,0.00017932930838663398
 Hsing-Ming Huang,1,3,0.0,0.00017932930838663398
 Hua-Yun Hsu,1,3,0.0,0.00017932930838663398
 Hugh R Pelham,1,3,0.0,0.00017932930838663398
 Huihui Li,1,3,0.0,0.00017932930838663398
 Huiming Xu,1,3,0.0,0.00017932930838663398
 Hung-Lin Lin,1,3,0.0,0.00017932930838663398
 Hélio A G Teive,1,3,0.0,0.00017932930838663398
 I M Donaldson,1,3,0.0,0.00017932930838663398
 I M Mansuy,1,3,0.0,0.00017932930838663398
 I Meza,1,3,0.0,0.00017932930838663398
 I Suzuki,1,3,0.0,0.00017932930838663398
 Ignacio Cobeta,1,3,0.0,0.00017932930838663398
 Ignacy Lubiński,1,3,0.0,0.00017932930838663398
 Igor Grant,1,3,0.0,0.00017932930838663398
 Ilse S Pienaar,1,3,0.0,0.00017932930838663398
 Imre Szirmai,1,3,0.0,0.00017932930838663398
